team,player,category,INT,YDS,TD
ATL,Jaylinn Hawkins,interceptions,1,0,0
BAL,Jason Pierre-Paul,interceptions,1,3,0
BAL,Marlon Humphrey,interceptions,1,0,0
CAR,Bravvion Roy,interceptions,1,3,0
DET,Kerby Joseph,interceptions,1,38,0
DET,Aidan Hutchinson,interceptions,1,20,0
GB,Rasul Douglas,interceptions,1,22,0
KC,Nick Bolton,interceptions,1,0,0
PIT,Levi Wallace,interceptions,1,3,0
PIT,T.J. Watt,interceptions,1,0,0
SF,Jimmie Ward,interceptions,1,0,0
SF,Samuel Womack III,interceptions,1,0,0
WSH,Kendall Fuller,interceptions,1,37,1
WSH,Darrick Forrest,interceptions,1,0,0
