week,opponent,result
1,DEN,WIN
2,BUF,LOSS
3,PIT,LOSS
4,LAC,LOSS
5,GB,WIN
6,NE,WIN
7,CHI,LOSS
8,DET,LOSS
9,NYG,WIN
10,NYJ,WIN
11,MIA,LOSS
12,KC,LOSS
13,BYE,BYE
14,MIN,LOSS
15,LAC,WIN
16,KC,WIN
17,IND,LOSS
18,DEN,WIN
