week,opponent,result
1,HOU,WIN
2,JAX,LOSS
3,KC,WIN
4,TEN,LOSS
5,DEN,WIN
6,JAX,WIN
7,TEN,LOSS
8,WSH,LOSS
9,NE,LOSS
10,LV,WIN
11,PHI,LOSS
12,PIT,LOSS
13,DAL,LOSS
14,BYE,BYE
15,MIN,LOSS
16,LAC,LOSS
17,NYG,LOSS
18,HOU,LOSS
