week,opponent,result
1,SF,LOSS
2,CLE,WIN
3,LV,WIN
4,HOU,LOSS
5,BAL,WIN
6,BYE,BYE
7,LAR,WIN
8,JAX,LOSS
9,TEN,WIN
10,GB,WIN
11,CLE,LOSS
12,CIN,WIN
13,ARI,LOSS
14,NE,LOSS
15,IND,LOSS
16,CIN,WIN
17,SEA,WIN
18,BAL,WIN
