week,opponent,result
1,NYG,WIN
2,JAX,WIN
3,NYJ,WIN
4,BAL,LOSS
5,PIT,LOSS
6,LV,LOSS
7,CLE,LOSS
8,WSH,WIN
9,DAL,WIN
10,PHI,LOSS
11,BYE,BYE
12,LAC,WIN
13,KC,LOSS
14,DET,WIN
15,CIN,LOSS
16,LV,LOSS
17,LAC,LOSS
18,KC,LOSS
