week,opponent,result
1,SEA,WIN
2,SF,LOSS
3,CIN,LOSS
4,IND,WIN
5,PHI,LOSS
6,ARI,WIN
7,PIT,LOSS
8,DAL,LOSS
9,GB,LOSS
10,BYE,BYE
11,SEA,WIN
12,ARI,WIN
13,CLE,WIN
14,BAL,LOSS
15,WSH,WIN
16,NO,WIN
17,NYG,WIN
18,SF,WIN
