week,opponent,result
1,IND,LOSS
2,NE,LOSS
3,BUF,LOSS
4,NYJ,WIN
5,CAR,LOSS
6,LAC,LOSS
7,CLE,LOSS
8,ATL,WIN
9,BAL,LOSS
10,BUF,WIN
11,WSH,WIN
13,NO,WIN
14,NYJ,WIN
15,PIT,LOSS
16,CIN,LOSS
17,TB,WIN
18,NE,LOSS
