team,player,category,CAR,YDS,AVG,TD,LONG
DET,Amon-Ra St. Brown,rushing,9,95,7.62,0,58
DET,C.J. Moore,rushing,2,55,27.5,0,42
DET,Craig Reynolds,rushing,23,102,5.5,0,21
DET,D'Andre Swift,rushing,99,542,4.92,5,50
DET,Jamaal Williams,rushing,262,1066,3.91,17,58
DET,Jameson Williams,rushing,1,40,40.0,0,40
DET,Jared Goff,rushing,29,73,2.43,0,14
DET,Jason Cabinda,rushing,1,4,4.0,0,4
DET,Justin Jackson,rushing,42,170,3.17,1,27
DET,Kalif Raymond,rushing,7,36,4.33,0,12
DET,Nate Sudfeld,rushing,5,-4,-0.75,0,0
