team,player,category,FUM,LOST
DET,Aidan Hutchinson,fumbles,0,0
DET,Alex Anzalone,fumbles,0,0
DET,Amani Oruwariye,fumbles,0,0
DET,Brock Wright,fumbles,0,0
DET,C.J. Moore,fumbles,1,1
DET,D'Andre Swift,fumbles,1,0
DET,DeShon Elliott,fumbles,0,0
DET,Jack Fox,fumbles,0,0
DET,Jamaal Williams,fumbles,3,2
DET,James Houston,fumbles,0,0
DET,Jared Goff,fumbles,7,4
DET,Kalif Raymond,fumbles,3,1
DET,Kerby Joseph,fumbles,0,0
DET,Malcolm Rodriguez,fumbles,0,0
DET,Scott Daly,fumbles,1,0
DET,Will Harris,fumbles,0,0
