week,opponent,result
1,PHI,LOSS
2,TB,LOSS
3,NYG,WIN
4,WSH,LOSS
5,NYJ,WIN
6,BYE,BYE
7,MIA,WIN
8,CAR,LOSS
9,NO,WIN
10,DAL,LOSS
11,NE,LOSS
12,JAX,WIN
13,TB,LOSS
14,CAR,WIN
15,SF,LOSS
16,DET,WIN
17,BUF,LOSS
18,NO,LOSS
