week,opponent,result
1,BUF,WIN
2,LV,LOSS
3,CIN,LOSS
4,GB,LOSS
5,DEN,WIN
6,SEA,WIN
7,BYE,BYE
8,CLE,WIN
9,CHI,WIN
10,DET,LOSS
11,LAC,LOSS
12,CIN,LOSS
13,BAL,WIN
14,MIN,LOSS
15,TEN,WIN
16,KC,LOSS
17,CLE,WIN
18,BAL,WIN
