week,opponent,result
1,WSH,WIN
2,DET,WIN
3,DEN,LOSS
4,PHI,WIN
5,ATL,LOSS
6,NO,WIN
7,BAL,LOSS
8,ATL,LOSS
9,KC,LOSS
10,SF,LOSS
11,BYE,BYE
12,NYG,WIN
13,CAR,WIN
14,LV,WIN
15,LAC,WIN
16,DAL,LOSS
17,CAR,WIN
18,NO,WIN
