team,player,category,REC,YDS,AVG,TD,LONG,TGTS
SEA,Cody Thompson,receiving,1,10,10.0,0,10,1
SEA,Colby Parkinson,receiving,25,247,8.99,2,27,34
SEA,DK Metcalf,receiving,66,1114,18.22,8,73,119
SEA,Dee Eskridge,receiving,0,0,0.0,0,0,1
SEA,DeeJay Dallas,receiving,6,26,3.25,0,14,9
SEA,Geno Smith,receiving,1,-2,-2.0,0,-2,1
SEA,Jake Bobo,receiving,19,196,7.91,2,31,25
SEA,Jaxon Smith-Njigba,receiving,63,628,10.25,4,35,93
SEA,Kenneth Walker III,receiving,29,259,9.99,1,64,37
SEA,Noah Fant,receiving,32,414,12.44,0,51,43
SEA,Tyler Lockett,receiving,79,894,11.86,5,37,122
SEA,Will Dissly,receiving,17,172,7.83,1,21,22
SEA,Zach Charbonnet,receiving,33,209,6.95,0,39,40
