team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
SEA,DeeJay Dallas,passing,0,0.0,0,0,1,0,0
SEA,Drew Lock,passing,543,6.5,3,3,6,48,76
SEA,Geno Smith,passing,3624,7.14,20,9,31,323,499
