week,opponent,result
1,DET,LOSS
2,JAX,WIN
3,CHI,WIN
4,NYJ,WIN
5,MIN,WIN
6,DEN,WIN
7,LAC,WIN
8,DEN,LOSS
9,MIA,WIN
10,BYE,BYE
11,PHI,LOSS
12,LV,WIN
13,GB,LOSS
14,BUF,LOSS
15,NE,WIN
16,LV,LOSS
17,CIN,WIN
18,LAC,WIN
