team,player,category,REC,YDS,AVG,TD,LONG,TGTS
LAR,Blake Corum,receiving,8,36,4.81,0,14,14
LAR,Colby Parkinson,receiving,43,408,8.19,8,26,56
LAR,Davante Adams,receiving,60,789,12.53,14,44,114
LAR,Davis Allen,receiving,24,208,7.32,3,27,33
LAR,Jordan Whittington,receiving,18,171,8.24,0,40,25
LAR,Konata Mumpfield,receiving,10,92,5.31,1,19,23
LAR,Kyren Williams,receiving,36,281,6.92,3,30,50
LAR,Puka Nacua,receiving,129,1715,13.31,10,58,166
LAR,Terrance Ferguson,receiving,11,231,15.5,3,36,25
LAR,Tutu Atwell,receiving,6,192,19.5,1,88,15
LAR,Tyler Higbee,receiving,25,281,10.51,3,24,36
LAR,Xavier Smith,receiving,18,303,15.61,0,51,24
