week,opponent,result
1,ARI,WIN
2,DEN,WIN
3,BUF,LOSS
4,PHI,LOSS
5,CHI,LOSS
6,ATL,WIN
7,NYG,LOSS
8,PHI,LOSS
9,NE,WIN
10,SEA,LOSS
11,NYG,LOSS
12,DAL,LOSS
13,MIA,LOSS
14,BYE,BYE
15,LAR,LOSS
16,NYJ,LOSS
17,SF,LOSS
18,DAL,LOSS
