team,player,category,FUM,LOST
ARI,Akeem Davis-Gaither,fumbles,0,0
ARI,Bam Knight,fumbles,1,1
ARI,Baron Browning,fumbles,0,0
ARI,Budda Baker,fumbles,0,0
ARI,Dadrion Taylor-Demerson,fumbles,1,1
ARI,Darius Robinson,fumbles,0,0
ARI,Elijah Higgins,fumbles,1,1
ARI,Emari Demercado,fumbles,1,1
ARI,Greg Dortch,fumbles,1,0
ARI,Hjalte Froholdt,fumbles,0,0
ARI,Jacoby Brissett,fumbles,5,4
ARI,Jalen Brooks,fumbles,1,1
ARI,James Conner,fumbles,1,0
ARI,Josh Sweat,fumbles,0,0
ARI,Kyler Murray,fumbles,1,1
ARI,Trey Benson,fumbles,0,0
ARI,Walter Nolen III,fumbles,0,0
ARI,Zaven Collins,fumbles,0,0
