team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Jacoby Brissett,passing,3366,6.44,23,8,43,315,485
ARI,Kedon Slovis,passing,-2,-1.0,0,0,0,1,2
ARI,Kyler Murray,passing,962,6.18,6,3,16,110,161
ARI,Matt Haack,passing,28,28.0,0,0,0,1,1
