team,player,category,NO,YDS,AVG,TB,In 20,LONG
ARI,Blake Gillikin,punting,22,1138,52.6,2,8,63
ARI,Matt Haack,punting,25,1283,50.69,0,10,65
ARI,Pat O'Donnell,punting,12,506,42.6,1,3,49
