team,player,category,INT,YDS,TD
ARI,Budda Baker,interceptions,1,0,0
ARI,Akeem Davis-Gaither,interceptions,1,0,0
ARI,Garrett Williams,interceptions,1,0,0
ATL,Xavier Watts,interceptions,1,0,0
BAL,T.J. Tampa,interceptions,1,0,0
CAR,Jaycee Horn,interceptions,2,36,0
CAR,Mike Jackson,interceptions,1,0,0
CHI,Nahshon Wright,interceptions,1,0,0
CIN,Geno Stone,interceptions,1,32,1
DET,Thomas Harper,interceptions,1,0,0
GB,Isaiah McDuffie,interceptions,1,0,0
GB,Evan Williams,interceptions,1,0,0
HOU,Calen Bullock,interceptions,2,29,0
IND,Laiatu Latu,interceptions,1,3,0
LAR,Emmanuel Forbes Jr.,interceptions,1,31,0
LAR,Cobie Durant,interceptions,1,50,1
LV,Charles Snowden,interceptions,1,18,0
NE,Marcus Jones,interceptions,1,33,1
NO,Justin Reid,interceptions,1,49,1
NYG,Jevon Holland,interceptions,1,3,0
PHI,Reed Blankenship,interceptions,1,0,0
SF,Ji'Ayir Brown,interceptions,2,4,0
