team,player,category,FUM,LOST
ARI,Walter Nolen III,fumbles,0,0
ARI,Greg Dortch,fumbles,1,0
ATL,Dee Alford,fumbles,0,0
ATL,Elijah Wilkinson,fumbles,0,0
ATL,Kirk Cousins,fumbles,1,0
BAL,Alohi Gilman,fumbles,0,0
BAL,Lamar Jackson,fumbles,1,0
BUF,Khalil Shakir,fumbles,1,1
CAR,Trevor Etienne,fumbles,1,0
CHI,D'Andre Swift,fumbles,1,1
CHI,Caleb Williams,fumbles,1,1
CHI,Montez Sweat,fumbles,0,0
CLE,Maliek Collins,fumbles,0,0
CLE,Jerry Jeudy,fumbles,1,1
DAL,KaVontae Turpin,fumbles,1,1
DAL,Jake Ferguson,fumbles,1,0
DAL,Trent Sieg,fumbles,0,0
DAL,Kenneth Murray Jr.,fumbles,0,0
GB,Zayne Anderson,fumbles,0,0
HOU,Jaylen Reed,fumbles,0,0
IND,Charvarius Ward,fumbles,0,0
JAX,Trevor Lawrence,fumbles,1,1
KC,Kareem Hunt,fumbles,1,1
LV,Elandon Roberts,fumbles,0,0
LV,Geno Smith,fumbles,2,1
LV,Stone Forsythe,fumbles,0,0
MIN,J.J. McCarthy,fumbles,1,0
MIN,Myles Price,fumbles,1,1
NO,Tyler Shough,fumbles,1,1
NO,Taysom Hill,fumbles,1,0
NYG,Wan'Dale Robinson,fumbles,1,0
NYJ,Breece Hall,fumbles,1,1
PHI,Saquon Barkley,fumbles,1,1
PHI,Xavier Gipson,fumbles,1,1
PHI,Zack Baun,fumbles,0,0
PIT,Yahya Black,fumbles,0,0
PIT,Nick Herbig,fumbles,0,0
PIT,Ke'Shawn Williams,fumbles,1,0
PIT,Mason Rudolph,fumbles,1,1
SF,Christian McCaffrey,fumbles,1,0
SF,Colton McKivitz,fumbles,0,0
TB,Graham Barton,fumbles,1,0
TB,Baker Mayfield,fumbles,0,0
