week,opponent,result
1,LV,LOSS
2,MIA,WIN
3,PIT,LOSS
4,CAR,WIN
5,BUF,WIN
6,NO,WIN
7,TEN,WIN
8,CLE,WIN
9,ATL,WIN
10,TB,WIN
11,NYJ,WIN
12,CIN,WIN
13,NYG,WIN
14,BYE,BYE
15,BUF,LOSS
16,BAL,WIN
17,NYJ,WIN
18,MIA,WIN
