week,opponent,result
1,BAL,WIN
2,CIN,WIN
3,ATL,WIN
4,LAC,WIN
5,NO,WIN
7,SF,WIN
8,LV,WIN
9,TB,WIN
10,DEN,WIN
11,BUF,LOSS
12,CAR,WIN
13,LV,WIN
14,LAC,WIN
15,CLE,WIN
16,HOU,WIN
17,PIT,WIN
18,DEN,LOSS
