team,player,category,FUM,LOST
BUF,AJ Epenesa,fumbles,0,0
BUF,Christian Benford,fumbles,0,0
BUF,Connor McGovern,fumbles,0,0
BUF,Dalton Kincaid,fumbles,1,1
BUF,Deonte Harty,fumbles,2,1
BUF,Gabe Davis,fumbles,1,1
BUF,Greg Rousseau,fumbles,0,0
BUF,James Cook III,fumbles,4,2
BUF,Josh Allen,fumbles,7,4
BUF,Khalil Shakir,fumbles,1,0
BUF,Latavius Murray,fumbles,1,0
BUF,O'Cyrus Torrence,fumbles,0,0
BUF,Quintin Morris,fumbles,0,0
BUF,Rasul Douglas,fumbles,0,0
BUF,Reggie Gilliam,fumbles,0,0
BUF,Stefon Diggs,fumbles,2,1
BUF,Taron Johnson,fumbles,0,0
BUF,Taylor Rapp,fumbles,0,0
BUF,Terrel Bernard,fumbles,0,0
BUF,Ty Johnson,fumbles,1,0
BUF,Tyrel Dodson,fumbles,0,0
