team,player,category,REC,YDS,AVG,TD,LONG,TGTS
BUF,Dalton Kincaid,receiving,73,673,8.37,2,51,91
BUF,Damien Harris,receiving,2,16,8.0,0,13,2
BUF,Dawson Knox,receiving,22,186,9.2,2,17,36
BUF,Deonte Harty,receiving,15,150,8.21,1,43,21
BUF,Gabe Davis,receiving,45,746,13.41,7,57,81
BUF,James Cook III,receiving,44,445,11.09,4,48,54
BUF,Khalil Shakir,receiving,39,611,13.17,2,81,45
BUF,Latavius Murray,receiving,17,119,6.67,0,22,22
BUF,Quintin Morris,receiving,2,26,13.0,1,15,3
BUF,Reggie Gilliam,receiving,1,3,3.0,0,3,1
BUF,Stefon Diggs,receiving,107,1183,10.79,8,55,160
BUF,Trent Sherfield,receiving,11,86,5.78,1,12,22
BUF,Ty Johnson,receiving,7,62,7.42,1,28,7
