team,player,category,CAR,YDS,AVG,TD,LONG
BUF,Damien Harris,rushing,23,94,3.47,1,11
BUF,Deonte Harty,rushing,4,0,0.33,0,4
BUF,Gabe Davis,rushing,1,-2,-2.0,0,-2
BUF,James Cook III,rushing,237,1122,4.41,2,42
BUF,Josh Allen,rushing,111,524,4.92,15,23
BUF,Khalil Shakir,rushing,1,10,10.0,0,10
BUF,Kyle Allen,rushing,13,-13,-1.0,0,0
BUF,Latavius Murray,rushing,79,300,3.37,4,29
BUF,Leonard Fournette,rushing,12,40,3.45,0,9
BUF,Stefon Diggs,rushing,1,5,5.0,0,5
BUF,Ty Johnson,rushing,30,132,4.01,0,13
