team,player,category,INT,YDS,TD
BUF,Taron Johnson,interceptions,1,23,1
BUF,Austin Johnson,interceptions,1,4,0
BUF,Taylor Rapp,interceptions,1,0,0
CAR,Xavier Woods,interceptions,1,4,0
CAR,Josey Jewell,interceptions,1,0,0
CHI,T.J. Edwards,interceptions,1,0,0
DAL,Trevon Diggs,interceptions,1,0,0
DET,Carlton Davis III,interceptions,2,0,0
HOU,Henry To'oTo'o,interceptions,1,0,0
HOU,Jimmie Ward,interceptions,1,2,0
HOU,Kamari Lassiter,interceptions,2,0,0
HOU,Calen Bullock,interceptions,1,0,0
IND,Kenny Moore II,interceptions,1,12,0
IND,E.J. Speed,interceptions,1,12,0
JAX,Darnell Savage,interceptions,1,16,0
JAX,Foyesade Oluokun,interceptions,1,0,0
JAX,Montaric Brown,interceptions,1,0,0
LAR,Christian Rozeboom,interceptions,1,16,0
MIA,Anthony Walker Jr.,interceptions,1,5,0
MIN,Byron Murphy Jr.,interceptions,1,2,0
MIN,Cam Bynum,interceptions,1,0,0
NO,Tyrann Mathieu,interceptions,1,6,0
PHI,C.J. Gardner-Johnson,interceptions,1,0,0
WSH,Jeremy Chinn,interceptions,1,0,0
