team,player,category,REC,YDS,AVG,TD,LONG,TGTS
CLE,Blake Whiteheart,receiving,2,4,0.67,0,4,6
CLE,Brenden Bates,receiving,2,25,8.33,0,19,3
CLE,Cedric Tillman,receiving,21,270,13.32,2,42,39
CLE,David Njoku,receiving,33,293,7.83,4,23,48
CLE,Dylan Sampson,receiving,33,271,6.95,2,66,40
CLE,Gage Larvadain,receiving,7,71,6.58,0,14,14
CLE,Harold Fannin Jr.,receiving,72,731,10.38,6,35,107
CLE,Isaiah Bond,receiving,18,338,11.85,0,52,44
CLE,Jamari Thrash,receiving,10,107,10.31,0,23,15
CLE,Jerome Ford,receiving,26,103,3.22,0,17,32
CLE,Jerry Jeudy,receiving,50,602,12.41,2,60,106
CLE,Luke Wypler,receiving,0,0,0.0,0,0,1
CLE,Malachi Corley,receiving,11,79,6.31,0,19,14
CLE,Quinshon Judkins,receiving,26,171,8.62,0,58,36
CLE,Raheim Sanders,receiving,3,21,7.0,0,10,4
CLE,Sal Cannella,receiving,2,11,2.75,0,6,5
CLE,Trayveon Williams,receiving,7,55,8.17,0,26,8
