team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
CLE,Corey Bojorquez,passing,0,0.0,0,0,0,0,1
CLE,Dillon Gabriel,passing,937,3.97,7,2,19,110,185
CLE,Joe Flacco,passing,815,5.03,2,6,9,93,160
CLE,Shedeur Sanders,passing,1400,6.46,7,10,23,120,212
