team,player,category,CAR,YDS,AVG,TD,LONG
CLE,Dillon Gabriel,rushing,14,86,6.06,0,19
CLE,Dylan Sampson,rushing,65,175,2.69,0,26
CLE,Gage Larvadain,rushing,1,3,3.0,0,3
CLE,Harold Fannin Jr.,rushing,7,13,1.86,1,4
CLE,Isaiah Bond,rushing,5,29,5.8,0,9
CLE,Jerome Ford,rushing,24,73,1.93,0,12
CLE,Jerry Jeudy,rushing,1,5,5.0,0,5
CLE,Joe Flacco,rushing,6,13,3.57,0,8
CLE,Malachi Corley,rushing,13,127,9.88,0,31
CLE,Quinshon Judkins,rushing,230,827,3.49,7,46
CLE,Raheim Sanders,rushing,27,92,3.15,1,14
CLE,Shedeur Sanders,rushing,21,169,7.25,1,16
CLE,Trayveon Williams,rushing,7,37,5.18,0,11
