team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ATL,Kirk Cousins,passing,1721,6.03,10,5,13,166,269
ATL,Michael Penix Jr.,passing,1982,7.51,9,3,13,166,276
