team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
ATL,Parker Romo,kicking,78.57,54,45,11,14,12,13
ATL,Younghoe Koo,kicking,66.7,41,8,2,3,2,2
ATL,Zane Gonzalez,kicking,87.97,56,76,19,22,17,18
