team,player,category,NO,YDS,AVG,TB,In 20,LONG
ARI,Pat O'Donnell,punting,1,42,42.0,1,0,42
ATL,Bradley Pinion,punting,3,152,50.7,1,2,61
CAR,Sam Martin,punting,6,276,46.0,0,4,68
CHI,Tory Taylor,punting,3,129,43.0,0,2,47
CIN,Ryan Rehkow,punting,3,135,45.0,0,1,60
CLE,Corey Bojorquez,punting,6,258,43.0,2,3,60
DAL,Bryan Anger,punting,3,128,42.7,0,2,49
DEN,Jeremy Crawshaw,punting,6,303,50.5,0,2,61
DET,Jack Fox,punting,5,256,51.2,0,1,66
GB,Daniel Whelan,punting,3,174,58.0,1,0,63
HOU,Tommy Townsend,punting,7,344,49.1,1,1,57
IND,Rigoberto Sanchez,punting,2,87,43.5,0,1,44
JAX,Logan Cooke,punting,5,207,41.4,0,2,62
KC,Matt Araiza,punting,3,106,35.3,0,2,40
LAC,JK Scott,punting,1,53,53.0,1,0,53
LAR,Ethan Evans,punting,5,242,48.4,0,2,57
LV,AJ Cole,punting,6,283,47.2,0,3,63
MIA,Jake Bailey,punting,4,189,47.3,0,1,50
MIN,Ryan Wright,punting,1,34,34.0,0,1,34
NE,Bryce Baringer,punting,4,150,37.5,0,1,51
NO,Kai Kroeger,punting,3,127,42.3,0,0,49
NYG,Jamie Gillan,punting,6,263,43.8,1,2,57
NYJ,Austin McNamara,punting,5,243,48.6,0,2,56
PHI,Braden Mann,punting,3,146,48.7,1,1,53
PIT,Corliss Waitman,punting,2,84,42.0,0,2,45
SEA,Michael Dickson,punting,4,205,51.3,0,1,58
SF,Thomas Morstead,punting,3,143,47.7,1,1,53
TB,Riley Dixon,punting,6,263,43.8,0,4,52
TEN,Johnny Hekker,punting,3,122,40.7,0,2,53
WSH,Tress Way,punting,5,286,57.2,1,1,60
