team,player,category,FUM,LOST
ARI,Jacoby Brissett,fumbles,1,1
ATL,Michael Penix Jr.,fumbles,1,1
CAR,Bryce Young,fumbles,1,0
CHI,Caleb Williams,fumbles,2,0
CHI,Drew Dalman,fumbles,0,0
CHI,Gervon Dexter Sr.,fumbles,0,0
CLE,Blake Whiteheart,fumbles,1,0
CLE,Rayshawn Jenkins,fumbles,0,0
DAL,Jadeveon Clowney,fumbles,0,0
DAL,Dak Prescott,fumbles,1,0
DEN,Bo Nix,fumbles,1,0
DET,Jared Goff,fumbles,1,1
DET,Aidan Hutchinson,fumbles,0,0
GB,Jordan Love,fumbles,2,0
GB,Evan Williams,fumbles,0,0
HOU,Azeez Al-Shaair,fumbles,0,0
HOU,Will Anderson Jr.,fumbles,0,0
IND,Daniel Jones,fumbles,0,0
IND,Tanor Bortolini,fumbles,1,0
JAX,Hunter Long,fumbles,1,0
KC,Xavier Worthy,fumbles,0,0
KC,Nikko Remigio,fumbles,1,0
KC,Hollywood Brown,fumbles,1,0
KC,Jerry Tillery,fumbles,0,0
LV,Kenny Pickett,fumbles,1,1
LV,Geno Smith,fumbles,1,0
MIA,Larry Borom,fumbles,0,0
MIA,De'Von Achane,fumbles,0,0
MIA,Dee Eskridge,fumbles,1,1
MIA,Quinn Ewers,fumbles,2,0
MIA,Tua Tagovailoa,fumbles,3,0
MIN,Blake Brandel,fumbles,1,0
MIN,Carson Wentz,fumbles,1,0
NE,K'Lavon Chaisson,fumbles,0,0
NO,Spencer Rattler,fumbles,1,1
SEA,Sam Darnold,fumbles,1,1
SEA,Elijah Arroyo,fumbles,1,1
SF,Alfred Collins,fumbles,0,0
TB,Sterling Shepard,fumbles,1,1
TB,Baker Mayfield,fumbles,1,0
TB,Tristan Wirfs,fumbles,0,0
TB,Elijah Roberts,fumbles,0,0
TEN,Cam Ward,fumbles,1,1
WSH,Jayden Daniels,fumbles,1,1
