team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Jacoby Brissett,rushing,6,26,4.3,0,11
ARI,Bam Knight,rushing,14,57,4.1,0,9
ARI,D'Ernest Johnson,rushing,1,0,0.0,0,0
ARI,Michael Carter,rushing,7,11,1.6,0,5
ATL,Michael Penix Jr.,rushing,2,6,3.0,0,3
ATL,Tyler Allgeier,rushing,4,16,4.0,0,7
ATL,Bijan Robinson,rushing,14,40,2.9,0,8
CAR,Rico Dowdle,rushing,17,79,4.6,0,13
CAR,Jimmy Horn Jr.,rushing,1,7,7.0,0,7
CAR,Andy Dalton,rushing,2,-2,-1.0,0,-1
CAR,Chuba Hubbard,rushing,14,31,2.2,0,11
CAR,Bryce Young,rushing,2,10,5.0,0,6
CHI,Roschon Johnson,rushing,1,11,11.0,0,11
CHI,Caleb Williams,rushing,4,-2,-0.5,0,0
CHI,Luther Burden III,rushing,1,-1,-1.0,0,-1
CHI,Olamide Zaccheaus,rushing,1,0,0.0,0,0
CHI,D'Andre Swift,rushing,19,124,6.5,1,23
CHI,Kyle Monangai,rushing,13,81,6.2,1,24
CHI,DJ Moore,rushing,1,9,9.0,0,9
CIN,Chase Brown,rushing,11,108,9.8,0,37
CIN,Samaje Perine,rushing,7,31,4.4,0,9
CIN,Joe Flacco,rushing,5,3,0.6,0,12
CLE,Jerome Ford,rushing,1,0,0.0,0,0
CLE,Quinshon Judkins,rushing,25,84,3.4,3,46
CLE,Dillon Gabriel,rushing,4,12,3.0,0,6
CLE,Dylan Sampson,rushing,3,8,2.7,0,4
DAL,Jaydon Blue,rushing,7,29,4.1,0,9
DAL,Dak Prescott,rushing,5,7,1.4,0,7
DAL,Javonte Williams,rushing,19,116,6.1,1,33
DEN,Marvin Mims Jr.,rushing,1,13,13.0,0,13
DEN,RJ Harvey,rushing,4,0,0.0,0,4
DEN,J.K. Dobbins,rushing,14,81,5.8,0,32
DEN,Bo Nix,rushing,5,48,9.6,2,21
DET,Jared Goff,rushing,2,7,3.5,0,6
DET,Jahmyr Gibbs,rushing,17,136,8.0,2,78
DET,David Montgomery,rushing,13,21,1.6,0,6
GB,Josh Jacobs,rushing,13,55,4.2,2,10
GB,Jordan Love,rushing,4,22,5.5,0,12
