team,player,category,NO,YDS,AVG,TB,In 20,LONG
ARI,Blake Gillikin,punting,1,63,63.0,0,0,63
ARI,Chad Ryland,punting,3,117,39.0,0,0,44
ATL,Bradley Pinion,punting,1,53,53.0,1,0,53
BUF,Sam Martin,punting,2,101,50.5,0,1,55
CAR,Johnny Hekker,punting,2,90,45.0,0,1,45
CHI,Tory Taylor,punting,6,316,52.7,0,2,60
CIN,Ryan Rehkow,punting,3,121,40.3,1,0,61
CLE,Corey Bojorquez,punting,5,226,45.2,1,3,63
DAL,Bryan Anger,punting,4,198,49.5,0,1,52
DET,Jack Fox,punting,2,92,46.0,0,0,50
GB,Daniel Whelan,punting,3,125,41.7,0,2,43
JAX,Logan Cooke,punting,4,198,49.5,0,1,53
KC,Matt Araiza,punting,4,207,51.8,0,2,59
LAC,JK Scott,punting,5,213,42.6,0,3,58
LAR,Ethan Evans,punting,2,95,47.5,1,1,53
LV,AJ Cole,punting,4,177,44.3,1,0,51
MIA,Jake Bailey,punting,3,148,49.3,1,2,56
MIN,Ryan Wright,punting,2,102,51.0,1,1,57
NO,Matthew Hayball,punting,7,292,41.7,0,2,51
NYG,Jamie Gillan,punting,8,299,37.4,0,4,47
NYJ,Thomas Morstead,punting,2,96,48.0,0,0,52
PHI,Braden Mann,punting,4,172,43.0,0,1,47
PIT,Corliss Waitman,punting,6,314,52.3,0,1,60
SEA,Michael Dickson,punting,5,265,53.0,1,4,61
SF,Pat O'Donnell,punting,2,92,46.0,0,1,47
TB,Jack Browning,punting,3,128,42.7,0,0,49
TEN,Ryan Stonehouse,punting,3,143,47.7,0,3,52
