team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
BAL,Josh Johnson,passing,304,7.6,2,1,1,28,40
BAL,Lamar Jackson,passing,2882,7.32,16,13,38,246,382
BAL,Sam Koch,passing,0,0.0,0,0,0,0,1
BAL,Tyler Huntley,passing,1081,5.47,3,4,18,122,188
