team,player,category,REC,YDS,AVG,TD,LONG,TGTS
GB,AJ Dillon,receiving,28,206,6.46,0,17,43
GB,Aaron Jones Sr.,receiving,59,395,7.08,5,30,72
GB,Allen Lazard,receiving,60,788,12.6,6,47,100
GB,Amari Rodgers,receiving,4,50,10.75,0,22,8
GB,Christian Watson,receiving,41,611,13.34,7,63,66
GB,David Bakhtiari,receiving,0,0,0.0,0,0,1
GB,Josiah Deguara,receiving,13,114,6.41,0,25,15
GB,Juwann Winfree,receiving,1,17,5.67,0,17,4
GB,Marcedes Lewis,receiving,6,66,8.33,2,31,7
GB,Patrick Taylor Jr.,receiving,1,17,17.0,0,17,1
GB,Randall Cobb,receiving,34,417,10.52,1,40,50
GB,Robert Tonyan,receiving,53,470,9.12,2,24,67
GB,Romeo Doubs,receiving,42,425,9.19,3,26,67
GB,Sammy Watkins,receiving,13,206,11.81,0,55,22
GB,Samori Toure,receiving,5,82,16.25,1,37,10
GB,Tyler Davis,receiving,4,26,2.6,0,23,7
