week,opponent,result
1,TEN,WIN
2,HOU,LOSS
3,IND,LOSS
4,LAR,WIN
5,CAR,WIN
6,JAX,WIN
7,BYE,BYE
8,WSH,LOSS
9,ARI,LOSS
10,NE,LOSS
11,GB,LOSS
12,MIN,LOSS
13,DET,LOSS
14,SF,LOSS
15,MIN,LOSS
16,DET,LOSS
17,SEA,LOSS
18,GB,WIN
