team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
BAL,Cooper Rush,passing,303,5.6,0,4,1,34,52
BAL,Derrick Henry,passing,0,0.0,0,0,0,0,1
BAL,Lamar Jackson,passing,2549,8.93,21,7,36,192,302
BAL,Tyler Huntley,passing,426,6.22,2,0,8,52,67
