team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Kyler Murray,rushing,5,24,4.8,0,14
ARI,James Conner,rushing,26,128,4.9,1,22
ARI,Rondale Moore,rushing,2,8,4.0,0,6
ARI,Michael Carter,rushing,7,61,8.7,0,21
ATL,Tyler Allgeier,rushing,5,13,2.6,0,5
ATL,Taylor Heinicke,rushing,4,46,11.5,1,24
ATL,Bijan Robinson,rushing,15,75,5.0,0,21
BAL,Tyler Huntley,rushing,1,-1,-1.0,0,-1
BAL,Lamar Jackson,rushing,6,35,5.8,0,18
BAL,Justice Hill,rushing,3,48,16.0,0,41
BAL,Gus Edwards,rushing,16,68,4.3,1,12
BAL,Melvin Gordon III,rushing,6,10,1.7,1,7
BUF,Kyle Allen,rushing,2,-2,-1.0,0,0
BUF,Latavius Murray,rushing,1,0,0.0,0,0
BUF,Stefon Diggs,rushing,1,5,5.0,0,5
BUF,Khalil Shakir,rushing,1,10,10.0,0,10
BUF,Ty Johnson,rushing,5,22,4.4,0,7
BUF,James Cook III,rushing,16,48,3.0,0,8
BUF,Josh Allen,rushing,11,44,4.0,2,19
CAR,Chuba Hubbard,rushing,11,45,4.1,0,7
CAR,Bryce Young,rushing,1,2,2.0,0,2
CAR,Ihmir Smith-Marsette,rushing,1,0,0.0,0,0
CAR,Miles Sanders,rushing,2,10,5.0,0,7
CHI,Velus Jones Jr.,rushing,1,2,2.0,0,2
CHI,Roschon Johnson,rushing,7,21,3.0,1,7
CHI,Justin Fields,rushing,11,45,4.1,1,13
CHI,Khalil Herbert,rushing,18,124,6.9,1,38
CIN,Chase Brown,rushing,3,5,1.7,0,3
CIN,Jake Browning,rushing,7,32,4.6,1,8
CIN,Joe Mixon,rushing,21,65,3.1,0,14
CIN,Trayveon Williams,rushing,1,2,2.0,0,2
CLE,Joe Flacco,rushing,2,3,1.5,0,3
CLE,Pierre Strong Jr.,rushing,4,29,7.3,0,15
CLE,Kareem Hunt,rushing,10,31,3.1,1,8
CLE,Jerome Ford,rushing,12,64,5.3,0,16
DAL,Tony Pollard,rushing,16,49,3.1,0,18
DAL,CeeDee Lamb,rushing,1,5,5.0,0,5
DAL,Dak Prescott,rushing,2,5,2.5,0,5
DAL,Deuce Vaughn,rushing,2,2,1.0,0,3
DEN,Samaje Perine,rushing,4,10,2.5,0,5
DEN,Jarrett Stidham,rushing,6,6,1.0,0,4
DEN,Jaleel McLaughlin,rushing,8,44,5.5,0,11
DEN,Javonte Williams,rushing,15,41,2.7,0,16
DET,Jameson Williams,rushing,1,6,6.0,0,6
