team,player,category,FUM,LOST
ARI,Kyler Murray,fumbles,1,0
ATL,Desmond Ridder,fumbles,0,0
ATL,Bijan Robinson,fumbles,1,0
BAL,Gus Edwards,fumbles,1,1
BAL,Trenton Simpson,fumbles,0,0
BUF,O'Cyrus Torrence,fumbles,0,0
BUF,Christian Benford,fumbles,0,0
BUF,Connor McGovern,fumbles,0,0
BUF,Josh Allen,fumbles,2,0
CHI,Justin Fields,fumbles,1,0
CHI,Braxton Jones,fumbles,0,0
CIN,Sam Hubbard,fumbles,0,0
CLE,Jerome Ford,fumbles,0,0
CLE,Mike Ford Jr.,fumbles,0,0
CLE,Pierre Strong Jr.,fumbles,1,1
CLE,David Njoku,fumbles,1,1
CLE,Joe Flacco,fumbles,2,0
DAL,Dak Prescott,fumbles,1,0
DAL,CeeDee Lamb,fumbles,1,1
DAL,Terence Steele,fumbles,0,0
DEN,Josey Jewell,fumbles,0,0
GB,Karl Brooks,fumbles,0,0
GB,Samori Toure,fumbles,1,1
HOU,Sheldon Rankins,fumbles,0,0
HOU,Nico Collins,fumbles,1,0
IND,Jonathan Taylor,fumbles,1,0
IND,Michael Pittman Jr.,fumbles,0,0
KC,Patrick Mahomes,fumbles,1,1
LAC,Nick Niemann,fumbles,1,0
LAC,Austin Ekeler,fumbles,1,1
LAR,Demarcus Robinson,fumbles,2,1
MIA,Mike White,fumbles,1,1
MIA,Jevon Holland,fumbles,0,0
MIN,NaJee Thompson,fumbles,0,0
MIN,Jaren Hall,fumbles,1,1
NE,Pharaoh Brown,fumbles,1,1
NO,Isaac Yiadom,fumbles,0,0
NO,Demario Davis,fumbles,0,0
NYG,Tyrod Taylor,fumbles,1,0
NYG,Dane Belton,fumbles,0,0
NYJ,Israel Abanikanda,fumbles,1,1
NYJ,C.J. Mosley,fumbles,0,0
NYJ,Jermaine Johnson II,fumbles,0,0
PIT,Diontae Johnson,fumbles,1,0
PIT,George Pickens,fumbles,1,0
PIT,Nick Herbig,fumbles,0,0
SEA,Kenneth Walker III,fumbles,1,0
SEA,Geno Smith,fumbles,1,1
SF,Sam Darnold,fumbles,1,0
TB,Trey Palmer,fumbles,1,1
TB,Rachaad White,fumbles,1,1
TEN,Will Levis,fumbles,1,1
