week,opponent,result
1,NYJ,LOSS
2,LV,WIN
3,WSH,WIN
4,MIA,WIN
5,JAX,LOSS
6,NYG,WIN
7,NE,LOSS
8,TB,WIN
9,CIN,LOSS
10,DEN,LOSS
11,NYJ,WIN
12,PHI,LOSS
13,BYE,BYE
14,KC,WIN
15,DAL,WIN
16,LAC,WIN
17,NE,WIN
18,MIA,WIN
