team,player,category,CAR,YDS,AVG,TD,LONG
ARI,Greg Dortch,rushing,1,24,24.0,0,24
ARI,Chase Edmonds,rushing,18,53,2.9,0,14
ARI,Kyler Murray,rushing,9,44,4.9,0,15
ARI,Jonathan Ward,rushing,2,3,1.5,0,2
ARI,Eno Benjamin,rushing,2,3,1.5,0,2
ATL,Mike Davis,rushing,8,42,5.3,1,13
ATL,Cordarrelle Patterson,rushing,9,28,3.1,0,13
ATL,Matt Ryan,rushing,2,7,3.5,0,6
ATL,Qadree Ollison,rushing,3,19,6.3,0,11
BAL,Devin Duvernay,rushing,1,4,4.0,0,4
BAL,Latavius Murray,rushing,11,31,2.8,0,6
BAL,Tyler Huntley,rushing,6,54,9.0,0,17
BAL,Devonta Freeman,rushing,14,76,5.4,0,32
BUF,Zack Moss,rushing,5,39,7.8,0,12
BUF,Devin Singletary,rushing,23,110,4.8,2,20
BUF,Josh Allen,rushing,15,81,5.4,2,16
BUF,Isaiah McKenzie,rushing,1,3,3.0,0,3
CAR,Ameer Abdullah,rushing,6,21,3.5,0,15
CAR,Sam Darnold,rushing,2,7,3.5,0,6
CAR,Cam Newton,rushing,1,5,5.0,0,5
CAR,Chuba Hubbard,rushing,17,55,3.2,1,21
CHI,Andy Dalton,rushing,3,14,4.7,0,9
CHI,David Montgomery,rushing,22,64,2.9,2,10
CHI,Khalil Herbert,rushing,2,9,4.5,0,7
CIN,Samaje Perine,rushing,1,4,4.0,0,4
CIN,Joe Burrow,rushing,5,10,2.0,0,4
CIN,Joe Mixon,rushing,12,46,3.8,0,13
CIN,Brandon Allen,rushing,1,0,0.0,0,0
CLE,Nick Chubb,rushing,12,58,4.8,0,32
CLE,D'Ernest Johnson,rushing,5,13,2.6,0,4
CLE,Jarvis Landry,rushing,1,6,6.0,0,6
CLE,Baker Mayfield,rushing,2,16,8.0,0,14
DAL,Dak Prescott,rushing,5,20,4.0,0,12
DAL,Ezekiel Elliott,rushing,9,16,1.8,0,6
DAL,Tony Pollard,rushing,3,9,3.0,0,5
DEN,Javonte Williams,rushing,14,30,2.1,0,7
DEN,Melvin Gordon III,rushing,10,43,4.3,0,12
DEN,Drew Lock,rushing,3,10,3.3,0,6
DET,Tim Boyle,rushing,1,14,14.0,0,14
DET,Jamaal Williams,rushing,11,22,2.0,1,6
DET,Amon-Ra St. Brown,rushing,2,23,11.5,1,26
DET,Craig Reynolds,rushing,4,4,1.0,0,3
DET,D'Andre Swift,rushing,4,32,8.0,0,31
GB,Aaron Jones Sr.,rushing,8,76,9.5,0,28
GB,AJ Dillon,rushing,14,63,4.5,2,9
GB,Patrick Taylor Jr.,rushing,6,18,3.0,0,11
GB,Jordan Love,rushing,2,9,4.5,0,10
GB,Aaron Rodgers,rushing,2,8,4.0,0,5
HOU,Rex Burkhead,rushing,16,47,2.9,0,8
HOU,Royce Freeman,rushing,6,25,4.2,0,8
HOU,Jaylen Samuels,rushing,3,7,2.3,0,3
HOU,Chris Conley,rushing,1,3,3.0,0,3
HOU,Davis Mills,rushing,1,4,4.0,0,4
IND,Carson Wentz,rushing,3,10,3.3,0,7
IND,Jonathan Taylor,rushing,20,108,5.4,1,24
IND,Deon Jackson,rushing,1,0,0.0,0,0
IND,Nyheim Hines,rushing,2,4,2.0,0,3
JAX,Ryquell Armstead,rushing,6,28,4.7,0,9
JAX,Dare Ogunbowale,rushing,9,36,4.0,0,5
JAX,Trevor Lawrence,rushing,2,16,8.0,0,15
KC,Darrel Williams,rushing,14,88,6.3,2,19
KC,Derrick Gore,rushing,3,37,12.3,0,23
KC,Travis Kelce,rushing,1,-1,-1.0,0,-1
KC,Blake Bell,rushing,1,2,2.0,0,2
KC,Tyreek Hill,rushing,1,2,2.0,0,2
KC,Michael Burton,rushing,1,2,2.0,0,2
KC,Patrick Mahomes,rushing,2,25,12.5,0,17
LAC,Justin Jackson,rushing,12,41,3.4,0,7
LAC,Gabe Nabers,rushing,1,2,2.0,0,2
LAC,Justin Herbert,rushing,4,2,0.5,0,2
LAC,Jalen Guyton,rushing,1,1,1.0,0,1
LAC,Austin Ekeler,rushing,17,58,3.4,1,14
LAR,Sony Michel,rushing,19,74,3.9,1,14
LAR,Matthew Stafford,rushing,1,-1,-1.0,0,-1
LV,Josh Jacobs,rushing,16,63,3.9,1,9
LV,Marcus Mariota,rushing,3,16,5.3,0,9
LV,Jalen Richard,rushing,1,4,4.0,0,4
LV,Zay Jones,rushing,1,-1,-1.0,0,-1
LV,Peyton Barber,rushing,6,3,0.5,0,3
MIA,Duke Johnson,rushing,7,49,7.0,0,16
MIA,Phillip Lindsay,rushing,2,1,0.5,0,1
MIA,Tua Tagovailoa,rushing,2,1,0.5,0,1
MIA,Myles Gaskin,rushing,5,23,4.6,0,8
MIN,Sean Mannion,rushing,2,14,7.0,0,11
MIN,Dalvin Cook,rushing,9,13,1.4,0,6
NE,Brandon Bolden,rushing,1,4,4.0,0,4
NE,Kendrick Bourne,rushing,2,17,8.5,0,9
NE,Brian Hoyer,rushing,2,1,0.5,0,2
NE,Damien Harris,rushing,9,35,3.9,2,7
NE,Rhamondre Stevenson,rushing,19,107,5.6,2,15
NE,Jonnu Smith,rushing,1,5,5.0,0,5
NE,Mac Jones,rushing,2,12,6.0,0,10
NO,Ty Montgomery II,rushing,1,-4,-4.0,0,-4
NO,Taysom Hill,rushing,12,45,3.8,0,14
NO,Alvin Kamara,rushing,13,32,2.5,0,30
NO,Adam Prentice,rushing,1,2,2.0,0,2
NO,Tony Jones Jr.,rushing,1,-2,-2.0,0,-2
NYG,Saquon Barkley,rushing,21,102,4.9,0,10
NYG,Devontae Booker,rushing,18,46,2.6,0,5
NYG,Mike Glennon,rushing,1,13,13.0,0,13
NYJ,Michael Carter,rushing,3,54,18.0,0,55
NYJ,Austin Walter,rushing,14,49,3.5,0,14
NYJ,Ty Johnson,rushing,5,35,7.0,1,22
NYJ,Braxton Berrios,rushing,2,12,6.0,1,11
NYJ,Zach Wilson,rushing,2,0,0.0,0,0
PHI,Jalen Reagor,rushing,1,-3,-3.0,0,-3
PHI,Kenny Gainwell,rushing,1,4,4.0,0,4
PHI,Boston Scott,rushing,14,47,3.4,2,14
PHI,Jordan Howard,rushing,11,26,2.4,0,7
PHI,Jalen Hurts,rushing,7,44,6.3,0,22
PIT,Benny Snell Jr.,rushing,1,2,2.0,0,2
PIT,Najee Harris,rushing,28,188,6.7,1,37
PIT,Ben Roethlisberger,rushing,1,-1,-1.0,0,-1
PIT,Derek Watt,rushing,1,1,1.0,0,1
SEA,DeeJay Dallas,rushing,1,1,1.0,0,1
SEA,Rashaad Penny,rushing,25,170,6.8,2,37
SEA,Dee Eskridge,rushing,1,30,30.0,0,30
SEA,Travis Homer,rushing,6,27,4.5,0,13
SEA,Russell Wilson,rushing,6,24,4.0,0,17
SEA,Tyler Lockett,rushing,1,7,7.0,0,7
SEA,DK Metcalf,rushing,1,6,6.0,0,6
SF,George Kittle,rushing,1,6,6.0,0,6
SF,Deebo Samuel,rushing,7,19,2.7,0,13
SF,Trey Lance,rushing,8,31,3.9,0,6
SF,Elijah Mitchell,rushing,21,119,5.7,0,37
TB,Le'Veon Bell,rushing,3,5,1.7,0,2
TB,Ronald Jones,rushing,10,26,2.6,0,7
TB,Ke'Shawn Vaughn,rushing,8,31,3.9,0,11
TEN,Ryan Tannehill,rushing,4,7,1.8,0,5
TEN,Jeremy McNichols,rushing,2,14,7.0,0,12
TEN,Dontrell Hilliard,rushing,8,45,5.6,1,39
TEN,D'Onta Foreman,rushing,26,132,5.1,1,35
WSH,Dax Milne,rushing,1,1,1.0,0,1
WSH,Jonathan Williams,rushing,2,4,2.0,0,3
WSH,Wendell Smallwood,rushing,4,12,3.0,0,4
WSH,Taylor Heinicke,rushing,2,14,7.0,0,10
WSH,Jaret Patterson,rushing,12,57,4.8,1,11
WSH,DeAndre Carter,rushing,1,6,6.0,0,6
