team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
ARI,Kyler Murray,passing,263,6.9,2,0,1,26,38
ARI,Chris Banjo,passing,23,23.0,0,0,0,1,1
ATL,Matt Ryan,passing,197,8.6,0,0,5,13,23
BAL,Tyler Huntley,passing,197,6.2,0,1,5,20,32
BUF,Josh Allen,passing,120,4.6,0,3,0,11,26
BUF,Stefon Diggs,passing,0,0.0,0,0,1,0,0
CAR,Sam Darnold,passing,132,5.1,0,1,7,17,26
CHI,Andy Dalton,passing,173,4.9,1,1,2,18,35
CHI,David Montgomery,passing,0,0.0,0,1,0,0,1
CIN,Brandon Allen,passing,0,0.0,0,0,0,0,1
CIN,Joe Burrow,passing,446,11.4,4,0,4,30,39
CLE,Baker Mayfield,passing,185,4.9,2,2,9,16,38
DAL,Cedrick Wilson Jr.,passing,31,31.0,0,0,0,1,1
DAL,Dak Prescott,passing,226,5.9,3,0,1,24,38
DEN,Brett Rypien,passing,0,0.0,0,0,0,0,2
DEN,Kendall Hinton,passing,1,1.0,0,0,0,1,1
DEN,Drew Lock,passing,245,9.8,1,0,1,18,25
DET,Tim Boyle,passing,262,7.1,2,3,0,22,37
GB,Aaron Rodgers,passing,288,7.6,2,0,0,29,38
GB,Jordan Love,passing,19,4.8,0,0,0,2,4
HOU,Davis Mills,passing,163,5.1,1,1,3,21,32
IND,Carson Wentz,passing,148,5.5,1,0,1,16,27
JAX,Trevor Lawrence,passing,193,7.1,1,3,2,17,27
KC,Patrick Mahomes,passing,259,7.4,2,0,0,26,35
LAC,Justin Herbert,passing,237,7.6,2,0,0,22,31
LAR,Matthew Stafford,passing,309,8.8,2,2,1,26,35
LV,Marcus Mariota,passing,0,0.0,0,0,0,0,1
LV,Derek Carr,passing,255,8.2,1,2,2,24,31
MIA,Tua Tagovailoa,passing,205,5.4,0,1,4,18,38
MIA,Mike Gesicki,passing,0,0.0,0,0,0,0,1
MIN,Sean Mannion,passing,189,5.3,1,0,2,22,36
MIN,Kellen Mond,passing,5,1.7,0,0,0,2,3
NE,Brian Hoyer,passing,63,15.8,0,0,0,3,4
NE,Mac Jones,passing,227,7.6,3,0,0,22,30
NO,Taysom Hill,passing,222,7.9,1,0,2,17,28
NYG,Mike Glennon,passing,24,2.2,0,2,4,4,11
NYJ,Zach Wilson,passing,234,7.1,1,0,1,19,33
PHI,Jalen Hurts,passing,214,8.2,0,0,1,17,26
PIT,Ben Roethlisberger,passing,123,2.7,1,1,2,24,46
SEA,Russell Wilson,passing,236,8.1,4,0,1,20,29
SF,Trey Lance,passing,249,10.8,2,1,1,16,23
TB,Tom Brady,passing,410,8.2,3,1,1,34,50
TEN,Ryan Tannehill,passing,120,6.7,2,0,1,13,18
WSH,Taylor Heinicke,passing,247,6.9,0,1,3,27,36
