week,opponent,result
1,DAL,WIN
2,NO,WIN
3,GB,LOSS
4,KC,LOSS
5,ATL,WIN
6,PIT,LOSS
7,CAR,LOSS
8,BAL,LOSS
9,LAR,WIN
10,SEA,WIN
11,BYE,BYE
12,CLE,LOSS
13,NO,WIN
14,SF,LOSS
15,CIN,LOSS
16,ARI,WIN
17,CAR,WIN
18,ATL,LOSS
