team,player,category,REC,YDS,AVG,TD,LONG,TGTS
TB,Antonio Brown,receiving,42,545,13.86,4,62,62
TB,Breshad Perriman,receiving,11,167,20.36,1,58,18
TB,Cameron Brate,receiving,30,245,7.51,4,18,57
TB,Chris Godwin Jr.,receiving,98,1103,11.49,5,44,127
TB,Codey McElroy,receiving,0,0,0.0,0,0,1
TB,Cyril Grayson Jr.,receiving,10,212,30.17,2,62,12
TB,Deon Yelder,receiving,1,0,0.0,0,0,1
TB,Giovani Bernard,receiving,23,123,5.22,3,32,29
TB,Jaelon Darden,receiving,6,43,5.1,0,29,12
TB,Ke'Shawn Vaughn,receiving,4,26,3.25,0,8,8
TB,Le'Veon Bell,receiving,4,31,5.5,1,15,4
TB,Leonard Fournette,receiving,69,454,6.96,2,23,84
TB,Mike Evans,receiving,74,1035,14.65,14,46,114
TB,O.J. Howard,receiving,14,135,8.52,1,21,21
TB,Rob Gronkowski,receiving,55,802,13.72,6,42,89
TB,Ronald Jones,receiving,10,64,6.5,0,15,13
TB,Scotty Miller,receiving,5,38,4.7,0,13,9
TB,Tyler Johnson,receiving,36,360,8.11,0,31,55
