team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
TB,Bradley Pinion,kicking,0.0,0,0,0,1,0,0
TB,Ryan Succop,kicking,67.47,48,131,25,30,56,59
