team,player,category,FUM,LOST
TB,Anthony Nelson,fumbles,0,0
TB,Antoine Winfield Jr.,fumbles,0,0
TB,Carlton Davis III,fumbles,0,0
TB,Chris Godwin Jr.,fumbles,2,2
TB,Devin White,fumbles,0,0
TB,Giovani Bernard,fumbles,1,0
TB,Lavonte David,fumbles,0,0
TB,Leonard Fournette,fumbles,1,0
TB,Ndamukong Suh,fumbles,0,0
TB,Richard Sherman,fumbles,0,0
TB,Ronald Jones,fumbles,2,2
TB,Ryan Jensen,fumbles,1,0
TB,Scotty Miller,fumbles,0,0
TB,Shaquil Barrett,fumbles,1,0
TB,Tom Brady,fumbles,4,3
TB,Vita Vea,fumbles,0,0
