team,player,category,REC,YDS,AVG,TD,LONG,TGTS
LAC,DJ Chark,receiving,4,31,5.75,1,12,10
LAC,Derius Davis,receiving,13,112,8.83,2,23,17
LAC,Eric Tomlinson,receiving,2,9,2.25,0,7,4
LAC,Gus Edwards,receiving,3,6,1.5,0,3,5
LAC,Hassan Haskins,receiving,3,49,14.75,1,34,3
LAC,Hayden Hurst,receiving,8,73,7.0,0,27,13
LAC,J.K. Dobbins,receiving,32,153,4.7,0,15,38
LAC,Jalen Reagor,receiving,7,100,10.36,0,41,12
LAC,Joshua Palmer,receiving,39,584,16.3,1,45,65
LAC,Kimani Vidal,receiving,5,62,7.1,1,38,9
LAC,Ladd McConkey,receiving,82,1149,14.4,7,60,112
LAC,Quentin Johnston,receiving,55,711,12.08,8,66,91
LAC,Scott Matlock,receiving,4,28,5.6,0,10,5
LAC,Simi Fehoko,receiving,6,106,10.8,0,30,16
LAC,Stone Smartt,receiving,16,208,13.69,0,31,19
LAC,Tucker Fisk,receiving,7,39,5.57,0,10,8
LAC,Will Dissly,receiving,50,481,9.1,2,29,64
