team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
LAC,JK Scott,passing,3,3.0,0,0,0.0,,79.2,1,1
LAC,Justin Herbert,passing,3870,7.62,23,3,0.0,58.95,102.09,332,504
LAC,Taylor Heinicke,passing,28,5.33,0,0,0.0,22.1,79.87,3,5
