week,opponent,result
1,NYG,WIN
2,SF,WIN
3,HOU,WIN
4,GB,WIN
5,NYJ,WIN
7,DET,LOSS
8,LAR,LOSS
9,IND,WIN
10,JAX,WIN
11,TEN,WIN
12,CHI,WIN
13,ARI,WIN
14,ATL,WIN
15,CHI,WIN
16,SEA,WIN
17,GB,WIN
18,DET,LOSS
