team,player,category,FUM,LOST
ATL,Bijan Robinson,fumbles,1,1
BUF,James Cook III,fumbles,2,1
CHI,Josh Blackwell,fumbles,1,0
CIN,Oren Burks,fumbles,0,0
CLE,Gage Larvadain,fumbles,1,0
CLE,Dylan Sampson,fumbles,1,1
DAL,Jake Ferguson,fumbles,1,1
DAL,Tyler Smith,fumbles,0,0
DAL,George Pickens,fumbles,1,0
DAL,Dak Prescott,fumbles,1,0
DET,Brian Branch,fumbles,0,0
IND,Germaine Pratt,fumbles,0,0
IND,Jonathan Taylor,fumbles,1,1
JAX,B.J. Green II,fumbles,0,0
JAX,Jarrian Jones,fumbles,0,0
JAX,Bhayshul Tuten,fumbles,2,1
LAC,Da'Shawn Hand,fumbles,1,1
LAC,Justin Herbert,fumbles,2,1
LAC,Troy Dye,fumbles,0,0
LAC,Scott Matlock,fumbles,0,0
MIA,Tua Tagovailoa,fumbles,1,0
MIA,Ollie Gordon II,fumbles,0,0
MIN,Javon Hargrave,fumbles,0,0
NO,Taysom Hill,fumbles,1,0
NYJ,Malachi Moore,fumbles,1,0
NYJ,Brady Cook,fumbles,2,0
NYJ,Isaiah Davis,fumbles,0,0
NYJ,Breece Hall,fumbles,0,0
PHI,Jalen Hurts,fumbles,1,1
PHI,Britain Covey,fumbles,1,0
PHI,Byron Young,fumbles,0,0
SEA,Devon Witherspoon,fumbles,0,0
SEA,Jaxon Smith-Njigba,fumbles,1,0
SEA,Drew Lock,fumbles,1,0
TB,Kameron Johnson,fumbles,1,0
TEN,Cedric Gray,fumbles,0,0
WSH,Marcus Mariota,fumbles,1,1
