team,player,category,INT,YDS,TD
CIN,Barrett Carter,interceptions,1,16,0
CIN,DJ Turner II,interceptions,2,7,0
CIN,Dax Hill,interceptions,1,0,0
CIN,Demetrius Knight Jr.,interceptions,2,39,0
CIN,Geno Stone,interceptions,2,57,1
CIN,Jalen Davis,interceptions,1,0,0
CIN,Jordan Battle,interceptions,4,6,0
