team,player,category,YDS,AVG,TD,INT,SACKS,COMP,ATT
CIN,Brett Rypien,passing,0,0.0,0,0,1,0,0
CIN,Jake Browning,passing,771,7.6,6,8,9,81,125
CIN,Joe Burrow,passing,1809,6.96,17,5,17,173,259
CIN,Joe Flacco,passing,1664,5.94,13,4,9,158,256
