team,player,category,REC,YDS,AVG,TD,LONG,TGTS
CHI,Brittain Brown,receiving,0,0,0.0,0,0,1
CHI,Caleb Williams,receiving,2,22,11.0,1,20,2
CHI,Cole Kmet,receiving,30,347,11.49,2,31,48
CHI,Colston Loveland,receiving,58,713,11.84,6,58,82
CHI,D'Andre Swift,receiving,34,299,9.28,1,55,48
CHI,DJ Moore,receiving,50,682,11.84,6,46,85
CHI,Devin Duvernay,receiving,2,26,8.67,0,24,5
CHI,Durham Smythe,receiving,4,25,6.25,0,11,6
CHI,Jahdae Walker,receiving,6,87,14.5,2,25,10
CHI,Kyle Monangai,receiving,18,164,7.72,0,34,30
CHI,Luther Burden III,receiving,47,652,11.79,2,65,60
CHI,Olamide Zaccheaus,receiving,39,313,7.44,2,27,65
CHI,Rome Odunze,receiving,44,661,13.9,6,37,90
