team,player,category,CAR,YDS,AVG,TD,LONG
CHI,Brittain Brown,rushing,5,37,7.4,1,22
CHI,Caleb Williams,rushing,77,388,4.81,3,29
CHI,Colston Loveland,rushing,1,-2,-2.0,0,-2
CHI,D'Andre Swift,rushing,223,1087,4.74,9,25
CHI,DJ Moore,rushing,15,79,6.94,1,17
CHI,Kyle Monangai,rushing,169,783,4.19,5,39
CHI,Luther Burden III,rushing,6,37,6.17,0,15
CHI,Olamide Zaccheaus,rushing,4,25,6.25,0,12
CHI,Roschon Johnson,rushing,2,17,8.5,0,11
CHI,Travis Homer,rushing,1,-2,-2.0,0,-2
CHI,Tyson Bagent,rushing,2,7,3.5,0,7
