team,player,category,PCT,LONG,PTS,FG_MADE,FG_ATT,EX_MADE,EX_ATT
CHI,Cairo Santos,kicking,80.12,54,114,25,30,39,39
CHI,Jake Moody,kicking,90.0,48,27,8,9,3,3
