team,player,category,INT,YDS,TD
CHI,C.J. Gardner-Johnson,interceptions,2,60,0
CHI,D'Marco Jackson,interceptions,1,0,0
CHI,Jaquan Brisker,interceptions,1,32,0
CHI,Jaylon Johnson,interceptions,1,0,0
CHI,Kevin Byard,interceptions,7,91,0
CHI,Nahshon Wright,interceptions,5,118,1
CHI,T.J. Edwards,interceptions,1,34,1
CHI,Tremaine Edmunds,interceptions,4,10,0
CHI,Tyrique Stevenson,interceptions,1,3,0
