team,player,category,YDS,AVG,TD,INT,SACKS,QBR,RTG,COMP,ATT
CHI,Caleb Williams,passing,3942,7.0,27,7,0.0,57.16,90.3,330,568
CHI,Cole Kmet,passing,0,0.0,0,0,0.0,2.0,39.6,0,1
CHI,DJ Moore,passing,2,2.0,1,0,0.0,100.0,118.8,1,1
CHI,Tyson Bagent,passing,47,14.5,0,0,0.0,40.75,106.95,3,4
