team,player,category,INT,YDS,TD
MIN,Cam Bynum,interceptions,2,17,0
MIN,Duke Shelley,interceptions,1,0,0
MIN,Harrison Smith,interceptions,5,58,0
MIN,Jordan Hicks,interceptions,1,19,0
MIN,Joshua Metellus,interceptions,1,0,0
MIN,Patrick Peterson,interceptions,5,92,0
