team,player,category,REC,YDS,AVG,TD,LONG,TGTS
MIN,Adam Thielen,receiving,70,716,10.89,6,36,107
MIN,Alexander Mattison,receiving,15,91,7.1,1,16,18
MIN,Ben Ellefson,receiving,3,26,7.0,0,12,3
MIN,C.J. Ham,receiving,10,86,6.19,0,17,12
MIN,Dalvin Cook,receiving,39,295,6.65,2,64,56
MIN,Irv Smith Jr.,receiving,25,182,6.86,2,17,36
MIN,Jalen Nailor,receiving,9,179,14.64,1,47,13
MIN,Jalen Reagor,receiving,8,104,9.55,1,38,13
MIN,Johnny Mundt,receiving,19,140,6.9,1,17,21
MIN,Justin Jefferson,receiving,128,1809,13.49,8,64,184
MIN,K.J. Osborn,receiving,60,650,8.86,5,66,90
MIN,Kene Nwangwu,receiving,2,21,10.5,0,16,2
MIN,T.J. Hockenson,receiving,60,519,9.45,3,21,86
