team,player,category,TOT,SOLO,SACKS,TFL,PD,QB HTS,TD
PIT,Alex Highsmith,defensive,57,34,7.0,8,3,18,1
PIT,Allen Robinson,defensive,2,2,0.0,0,0,0,0
PIT,Armon Watts,defensive,15,6,0.5,0,0,3,0
PIT,Blake Martinez,defensive,4,2,0.0,0,0,0,0
PIT,Broderick Jones,defensive,1,0,0.0,0,0,0,0
PIT,Calvin Austin III,defensive,1,1,0.0,0,0,0,0
PIT,Cameron Heyward,defensive,33,25,2.0,6,1,3,0
PIT,Chandon Sullivan,defensive,22,14,0.0,1,6,0,0
PIT,Christian Kuntz,defensive,4,2,0.0,0,0,0,0
PIT,Cole Holcomb,defensive,54,31,0.0,4,2,2,0
PIT,Connor Heyward,defensive,3,2,0.0,0,0,0,0
PIT,Damontae Kazee,defensive,61,46,0.0,0,3,0,0
PIT,Darius Rush,defensive,3,2,0.0,0,1,0,0
PIT,DeMarvin Leal,defensive,15,10,1.0,2,1,2,0
PIT,Diontae Johnson,defensive,1,1,0.0,0,0,0,0
PIT,Elandon Roberts,defensive,101,68,2.5,10,2,6,0
PIT,Elijah Riley,defensive,12,5,1.0,2,0,1,0
PIT,Eric Rowe,defensive,29,22,0.0,1,2,0,0
PIT,George Pickens,defensive,1,0,0.0,0,0,0,0
PIT,Godwin Igwebuike,defensive,1,0,0.0,0,0,0,0
PIT,Isaiahh Loudermilk,defensive,16,8,0.0,0,2,1,0
PIT,James Daniels,defensive,1,1,0.0,0,0,0,0
PIT,James Pierre,defensive,8,6,0.0,0,0,0,0
PIT,Joey Porter Jr.,defensive,43,32,0.0,1,10,0,0
PIT,Keanu Neal,defensive,50,33,0.0,1,2,0,0
PIT,Keeanu Benton,defensive,36,16,1.0,1,2,8,0
PIT,Kwon Alexander,defensive,41,32,1.0,5,1,2,0
PIT,Larry Ogunjobi,defensive,43,21,3.0,3,2,8,0
PIT,Levi Wallace,defensive,38,32,0.0,0,11,0,0
PIT,Mark Robinson,defensive,30,22,1.0,1,0,1,0
PIT,Markus Golden,defensive,20,14,4.0,6,1,10,0
PIT,Mason Cole,defensive,1,1,0.0,0,0,0,0
PIT,Miles Boykin,defensive,5,4,0.0,0,0,0,0
PIT,Miles Killebrew,defensive,26,21,0.0,1,0,1,0
PIT,Minkah Fitzpatrick,defensive,64,43,0.0,1,3,0,0
PIT,Montravius Adams,defensive,24,11,0.0,2,1,0,0
PIT,Mykal Walker,defensive,33,21,0.0,2,2,0,0
PIT,Myles Jack,defensive,17,12,1.0,1,0,2,0
PIT,Nick Herbig,defensive,27,19,3.0,5,0,3,0
PIT,Pat Freiermuth,defensive,3,2,0.0,0,0,0,0
PIT,Patrick Peterson,defensive,42,34,0.0,0,11,0,0
PIT,Rodney Williams,defensive,6,5,0.0,0,0,0,0
PIT,T.J. Watt,defensive,68,48,19.0,19,8,36,1
PIT,Tariq Carpenter,defensive,2,1,0.0,0,0,0,0
PIT,Trenton Thompson,defensive,22,19,0.0,0,3,0,0
